age,gender,occupation,education_level,device_type,daily_usage_hours,template,cluster
54,Other,Professor,PhD,Tablet,3.4,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Client Demo"", ""In Progress"", ""Low"", ""2025-11-10""], [""Team Meeting"", ""In Progress"", ""Medium"", ""2025-11-29""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Call Family"", ""done"": false}, {""task"": ""Meditation"", ""done"": false}, {""task"": ""Call Family"", ""done"": false}, {""task"": ""Call Family"", ""done"": true}]}]",1
52,Male,Consultant,PhD,Tablet,5.2,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Client Demo"", ""In Progress"", ""High"", ""2025-11-13""], [""Client Demo"", ""Completed"", ""High"", ""2025-11-25""], [""Report Writing"", ""Completed"", ""High"", ""2025-11-20""]]}]",0
39,Male,Chef,Master,Desktop,5.9,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Code Review"", ""In Progress"", ""Low"", ""2025-11-12""], [""Report Writing"", ""In Progress"", ""Low"", ""2025-11-13""], [""Team Meeting"", ""Completed"", ""Low"", ""2025-11-29""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Grocery Shopping"", ""done"": false}, {""task"": ""Read Book"", ""done"": true}, {""task"": ""Meditation"", ""done"": true}, {""task"": ""Grocery Shopping"", ""done"": false}, {""task"": ""Workout"", ""done"": false}]}]",2
44,Female,Professor,PhD,Tablet,5.2,"[{""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Workout"", ""done"": true}, {""task"": ""Workout"", ""done"": true}]}]",0
24,Other,Analyst,Bachelor,Tablet,7.1,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Client Demo"", ""In Progress"", ""High"", ""2025-11-21""], [""Team Meeting"", ""In Progress"", ""Medium"", ""2025-11-22""], [""Report Writing"", ""Completed"", ""Low"", ""2025-11-21""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Workout"", ""done"": true}, {""task"": ""Grocery Shopping"", ""done"": false}, {""task"": ""Meditation"", ""done"": false}]}]",3
56,Female,Consultant,PhD,Desktop,6.0,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Report Writing"", ""Completed"", ""High"", ""2025-11-30""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Workout"", ""done"": true}, {""task"": ""Grocery Shopping"", ""done"": true}, {""task"": ""Grocery Shopping"", ""done"": false}]}]",1
50,Other,Officer,PhD,Desktop,3.6,"[{""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Workout"", ""done"": true}, {""task"": ""Grocery Shopping"", ""done"": true}, {""task"": ""Grocery Shopping"", ""done"": true}]}]",0
48,Other,Officer,PhD,Tablet,3.1,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Code Review"", ""Completed"", ""Medium"", ""2025-11-12""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Workout"", ""done"": false}, {""task"": ""Grocery Shopping"", ""done"": false}, {""task"": ""Meditation"", ""done"": false}, {""task"": ""Call Family"", ""done"": true}, {""task"": ""Call Family"", ""done"": true}]}]",0
31,Female,Manager,Master,Laptop,5.6,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Client Demo"", ""Completed"", ""Low"", ""2025-11-18""], [""Code Review"", ""In Progress"", ""Medium"", ""2025-11-17""], [""Code Review"", ""Completed"", ""Medium"", ""2025-11-26""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Workout"", ""done"": true}, {""task"": ""Meditation"", ""done"": true}, {""task"": ""Read Book"", ""done"": true}, {""task"": ""Grocery Shopping"", ""done"": false}]}]",2
52,Male,Professor,PhD,Desktop,5.0,"[{""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Call Family"", ""done"": true}, {""task"": ""Read Book"", ""done"": false}, {""task"": ""Call Family"", ""done"": true}, {""task"": ""Grocery Shopping"", ""done"": true}]}]",0
18,Male,Student,High School,Mobile,6.1,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Report Writing"", ""In Progress"", ""Low"", ""2025-11-22""], [""Client Demo"", ""In Progress"", ""Medium"", ""2025-11-15""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Meditation"", ""done"": false}, {""task"": ""Call Family"", ""done"": true}, {""task"": ""Grocery Shopping"", ""done"": true}, {""task"": ""Grocery Shopping"", ""done"": true}, {""task"": ""Read Book"", ""done"": false}]}]",3
29,Female,Nurse,Master,Desktop,4.1,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Client Demo"", ""In Progress"", ""Medium"", ""2025-11-28""], [""Client Demo"", ""Completed"", ""High"", ""2025-11-16""]]}]",2
62,Other,Consultant,PhD,Tablet,4.9,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Report Writing"", ""Completed"", ""High"", ""2025-11-12""], [""Code Review"", ""Completed"", ""High"", ""2025-11-20""], [""Client Demo"", ""In Progress"", ""Medium"", ""2025-11-16""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Workout"", ""done"": false}, {""task"": ""Read Book"", ""done"": false}, {""task"": ""Workout"", ""done"": true}]}]",1
53,Female,Professor,PhD,Desktop,3.6,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Code Review"", ""In Progress"", ""Low"", ""2025-11-12""], [""Report Writing"", ""In Progress"", ""Medium"", ""2025-11-19""], [""Client Demo"", ""In Progress"", ""High"", ""2025-11-21""]]}]",0
31,Male,Chef,Master,Laptop,4.7,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Code Review"", ""In Progress"", ""High"", ""2025-11-14""]]}]",2
27,Male,Teacher,Master,Laptop,4.2,"[{""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Call Family"", ""done"": true}, {""task"": ""Read Book"", ""done"": false}, {""task"": ""Read Book"", ""done"": false}, {""task"": ""Call Family"", ""done"": false}, {""task"": ""Read Book"", ""done"": true}]}]",3
16,Other,Student,High School,Mobile,6.6,"[{""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Workout"", ""done"": true}, {""task"": ""Call Family"", ""done"": true}, {""task"": ""Workout"", ""done"": false}]}]",3
27,Other,Chef,Master,Laptop,5.7,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Code Review"", ""Completed"", ""High"", ""2025-11-14""], [""Client Demo"", ""In Progress"", ""Low"", ""2025-11-26""], [""Client Demo"", ""In Progress"", ""Medium"", ""2025-11-25""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Grocery Shopping"", ""done"": false}, {""task"": ""Call Family"", ""done"": false}]}]",3
40,Other,Chef,Master,Laptop,5.1,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Team Meeting"", ""Completed"", ""High"", ""2025-11-26""], [""Client Demo"", ""Completed"", ""Medium"", ""2025-11-27""], [""Report Writing"", ""In Progress"", ""Medium"", ""2025-11-17""]]}]",2
17,Female,Student,High School,Laptop,8.2,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Code Review"", ""In Progress"", ""High"", ""2025-11-28""]]}]",3
35,Male,Doctor,Master,Laptop,5.3,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Report Writing"", ""In Progress"", ""Low"", ""2025-11-24""]]}]",2
50,Other,Officer,PhD,Tablet,3.1,"[{""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Meditation"", ""done"": false}, {""task"": ""Call Family"", ""done"": false}, {""task"": ""Grocery Shopping"", ""done"": true}, {""task"": ""Call Family"", ""done"": true}]}]",0
48,Female,Professor,PhD,Desktop,4.7,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Report Writing"", ""In Progress"", ""Low"", ""2025-11-22""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Workout"", ""done"": true}, {""task"": ""Workout"", ""done"": true}, {""task"": ""Call Family"", ""done"": true}, {""task"": ""Call Family"", ""done"": false}, {""task"": ""Call Family"", ""done"": true}]}]",0
52,Female,Professor,PhD,Desktop,3.3,"[{""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Read Book"", ""done"": false}, {""task"": ""Call Family"", ""done"": false}, {""task"": ""Workout"", ""done"": false}]}]",0
37,Female,Chef,Master,Tablet,5.9,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Client Demo"", ""In Progress"", ""Medium"", ""2025-11-19""], [""Code Review"", ""In Progress"", ""Low"", ""2025-11-23""], [""Report Writing"", ""In Progress"", ""High"", ""2025-11-24""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Workout"", ""done"": false}, {""task"": ""Workout"", ""done"": false}, {""task"": ""Workout"", ""done"": false}, {""task"": ""Grocery Shopping"", ""done"": false}]}]",2
17,Female,Student,High School,Mobile,8.5,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Report Writing"", ""In Progress"", ""Medium"", ""2025-11-27""], [""Code Review"", ""In Progress"", ""Low"", ""2025-11-16""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Read Book"", ""done"": false}, {""task"": ""Read Book"", ""done"": false}, {""task"": ""Read Book"", ""done"": true}, {""task"": ""Meditation"", ""done"": true}]}]",3
42,Female,Consultant,PhD,Desktop,4.4,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Client Demo"", ""Completed"", ""Medium"", ""2025-11-25""], [""Team Meeting"", ""In Progress"", ""Low"", ""2025-11-18""], [""Team Meeting"", ""Completed"", ""Low"", ""2025-11-14""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Grocery Shopping"", ""done"": false}, {""task"": ""Grocery Shopping"", ""done"": true}, {""task"": ""Workout"", ""done"": false}, {""task"": ""Grocery Shopping"", ""done"": false}]}]",0
24,Female,Designer,Bachelor,Mobile,6.6,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Code Review"", ""Completed"", ""Low"", ""2025-11-30""], [""Client Demo"", ""Completed"", ""Low"", ""2025-11-26""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Meditation"", ""done"": true}, {""task"": ""Grocery Shopping"", ""done"": false}, {""task"": ""Meditation"", ""done"": false}]}]",3
28,Other,Nurse,Master,Laptop,6.5,"[{""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Read Book"", ""done"": false}, {""task"": ""Workout"", ""done"": true}, {""task"": ""Read Book"", ""done"": true}]}]",2
58,Male,Researcher,PhD,Tablet,5.5,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Team Meeting"", ""Completed"", ""Low"", ""2025-11-15""], [""Report Writing"", ""Completed"", ""High"", ""2025-11-21""]]}]",1
48,Other,Consultant,PhD,Desktop,5.7,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Report Writing"", ""Completed"", ""Low"", ""2025-11-14""], [""Report Writing"", ""Completed"", ""Low"", ""2025-11-20""]]}]",0
62,Male,Officer,PhD,Desktop,4.7,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Team Meeting"", ""Completed"", ""Medium"", ""2025-11-23""]]}]",1
54,Female,Consultant,PhD,Desktop,3.3,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Code Review"", ""In Progress"", ""Low"", ""2025-11-30""], [""Client Demo"", ""In Progress"", ""High"", ""2025-11-17""], [""Client Demo"", ""Completed"", ""Medium"", ""2025-11-30""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Grocery Shopping"", ""done"": true}, {""task"": ""Grocery Shopping"", ""done"": false}]}]",1
56,Male,Consultant,PhD,Desktop,4.5,"[{""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Read Book"", ""done"": false}, {""task"": ""Workout"", ""done"": false}, {""task"": ""Call Family"", ""done"": false}, {""task"": ""Meditation"", ""done"": true}, {""task"": ""Workout"", ""done"": false}]}]",1
24,Other,Developer,Bachelor,Tablet,6.2,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Code Review"", ""Completed"", ""Medium"", ""2025-11-25""]]}]",3
43,Male,Consultant,PhD,Desktop,4.7,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Code Review"", ""Completed"", ""Medium"", ""2025-11-15""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Grocery Shopping"", ""done"": true}, {""task"": ""Workout"", ""done"": true}, {""task"": ""Workout"", ""done"": false}, {""task"": ""Meditation"", ""done"": false}]}]",0
31,Male,Doctor,Master,Desktop,5.3,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Client Demo"", ""Completed"", ""Medium"", ""2025-11-29""], [""Code Review"", ""Completed"", ""Medium"", ""2025-11-22""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Grocery Shopping"", ""done"": true}, {""task"": ""Call Family"", ""done"": false}, {""task"": ""Call Family"", ""done"": true}]}]",2
20,Female,Engineer,Bachelor,Tablet,6.1,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Code Review"", ""Completed"", ""Medium"", ""2025-11-30""], [""Client Demo"", ""Completed"", ""Low"", ""2025-11-15""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Grocery Shopping"", ""done"": false}, {""task"": ""Workout"", ""done"": false}, {""task"": ""Grocery Shopping"", ""done"": true}]}]",3
26,Other,Nurse,Master,Tablet,4.8,"[{""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Call Family"", ""done"": false}, {""task"": ""Call Family"", ""done"": true}, {""task"": ""Read Book"", ""done"": false}, {""task"": ""Read Book"", ""done"": false}, {""task"": ""Call Family"", ""done"": true}]}]",3
65,Male,Researcher,PhD,Desktop,5.9,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Client Demo"", ""Completed"", ""Medium"", ""2025-11-15""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Read Book"", ""done"": false}, {""task"": ""Workout"", ""done"": false}, {""task"": ""Read Book"", ""done"": false}, {""task"": ""Grocery Shopping"", ""done"": true}, {""task"": ""Grocery Shopping"", ""done"": true}]}]",1
55,Male,Officer,PhD,Desktop,3.1,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Code Review"", ""Completed"", ""Medium"", ""2025-11-22""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Call Family"", ""done"": false}, {""task"": ""Read Book"", ""done"": false}, {""task"": ""Grocery Shopping"", ""done"": true}, {""task"": ""Workout"", ""done"": false}, {""task"": ""Meditation"", ""done"": true}]}]",1
56,Female,Consultant,PhD,Tablet,3.9,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Code Review"", ""In Progress"", ""Low"", ""2025-11-13""], [""Client Demo"", ""Completed"", ""High"", ""2025-11-15""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Read Book"", ""done"": true}, {""task"": ""Call Family"", ""done"": false}, {""task"": ""Workout"", ""done"": true}]}]",1
30,Other,Chef,Master,Tablet,6.1,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Code Review"", ""Completed"", ""Low"", ""2025-11-11""], [""Team Meeting"", ""In Progress"", ""Low"", ""2025-11-19""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Grocery Shopping"", ""done"": false}, {""task"": ""Call Family"", ""done"": false}, {""task"": ""Call Family"", ""done"": true}, {""task"": ""Workout"", ""done"": true}]}]",2
53,Male,Researcher,PhD,Tablet,4.7,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Report Writing"", ""In Progress"", ""Medium"", ""2025-11-17""], [""Code Review"", ""Completed"", ""High"", ""2025-11-28""], [""Client Demo"", ""In Progress"", ""Low"", ""2025-11-11""]]}]",0
56,Female,Researcher,PhD,Tablet,5.3,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Code Review"", ""Completed"", ""Medium"", ""2025-11-13""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Workout"", ""done"": true}, {""task"": ""Meditation"", ""done"": false}, {""task"": ""Grocery Shopping"", ""done"": true}]}]",1
57,Other,Officer,PhD,Desktop,3.6,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Team Meeting"", ""In Progress"", ""High"", ""2025-11-21""], [""Code Review"", ""Completed"", ""Low"", ""2025-11-17""]]}]",1
